id,Food Group,Food Name,Protein (g),Fat (g),Carbohydrates (g),Ash (g),Calories,Starch (g),Sucrose (g),Glucose (g),Fructose (g),Lactose (g),Maltose (g),Alcohol (g),Water (g),Caffeine (mg),Theobromine (mg),Sugar (g),Galactose (g),Fiber (g),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg),Potasssium (mg),Sodium (mg),Zinc (mg),Cupper (mg),Fluoride (mcg),Manganese (mg),Selenium (mcg),Vitamin A (IU),Retinol (mcg),Retinol Equivalents (mcg),Beta Carotene (mcg),Alpha Carotene (mcg),Vitamin E (mg),Vitamin D (mcg),Vitamin D2 (Ergocalciferol)  (mcg),Vitamin D3 (Cholecalciferol) (mcg),Beta Cryptoxanthin (mcg),Lycopene (mcg),Lutein and Zeaxanthin (mcg),Vitamin C (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Vitamin B5 (mg),Vitamin B6 (mg),Folate (B9) (mg),Vitamin B12,Choline (mg),Cholesterol (mg),Saturated Fat (g),Net Carbs
11376,Vegetables and Vegetable Products,"Potatoes, canned, drained solids",1.41,0.21,13.61,0.86,60,NULL,NULL,NULL,NULL,NULL,NULL,0,84.28,NULL,NULL,NULL,NULL,2.3,5,1.26,14,28,229,219,0.28,0.057,NULL,0.097,0.9,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,5.1,0.068,0.013,0.915,0.354,0.188,6,0,NULL,0,0.054,11.31
11378,Vegetables and Vegetable Products,"Potatoes, mashed, dehydrated, flakes without milk, dry form",8.34,0.41,81.17,3.5,354,70.6,0.99,0.89,0.98,0,0.5,0,6.58,0,0,3.36,0,6.6,27,1.21,66,156,1098,77,0.7,0.161,NULL,0.161,13.4,11,0,1,6,0,0.03,0,NULL,NULL,0,0,37,81,0.988,0.11,6.264,2.079,0.748,46,0,54.9,0,0.169,74.57
11379,Vegetables and Vegetable Products,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added",1.77,5.13,10.87,1.03,97,8.49,0.12,0.11,0.12,1.16,0.06,0,81.2,0,0,1.61,0,0.8,32,0.16,11,39,164,164,0.18,0.031,42.5,0.021,2.5,172,46,47,11,0,0.14,0.3,NULL,0.3,0,0,4,9.7,0.13,0.054,0.776,0.342,0.098,7,0.11,10.9,14,3.191,10.07
11380,Vegetables and Vegetable Products,"Potatoes, mashed, dehydrated, granules without milk, dry form",8.22,0.54,85.51,2.1,372,NULL,1.02,0.92,1.01,0,0.52,0,3.63,0,0,3.47,0,7.1,41,1.09,98,245,703,67,0.91,0.102,NULL,1.121,27.1,11,0,1,7,0,0.27,0,NULL,NULL,0,0,38,37,0.453,0.253,4.765,0.345,0.861,40,0,56.6,0,0.138,78.41
11381,Vegetables and Vegetable Products,"Potatoes, mashed, dehydrated, prepared from granules without milk, whole milk and butter added",2.05,4.96,14.36,1.14,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.49,NULL,NULL,NULL,NULL,2.2,35,0.19,19,60,144,257,0.25,0.022,NULL,0.003,1.3,183,40,43,30,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,6,0.079,0.077,0.764,0.128,0.009,8,0,NULL,14,3.056,12.16
11382,Vegetables and Vegetable Products,"Potatoes, mashed, dehydrated, granules with milk, dry form",10.9,1.1,77.7,4,357,NULL,NULL,NULL,NULL,NULL,NULL,0,6.3,0,0,3.37,NULL,6.6,142,3.5,74,237,1848,82,1.2,0.578,NULL,0.488,26.3,75,17,18,10,0,0.03,0,NULL,NULL,0,0,37,16,0.19,0.3,4.2,1.864,0.887,30,0,55,2,0.461,71.1
11383,Vegetables and Vegetable Products,"Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added",2.13,4.8,16.13,0.93,116,NULL,0.18,0.16,0.18,1.09,0.09,0,76.01,0,0,1.74,0,1.3,35,0.2,20,62,155,172,0.24,0.029,39.6,0.199,5.6,214,48,51,33,0,0.51,0.3,NULL,0.3,0,0,7,6.5,0.09,0.083,0.86,0.145,0.16,8,0.1,13.7,2,0.955,14.83
11384,Vegetables and Vegetable Products,"Potatoes, au gratin, dry mix, unprepared",8.9,3.7,74.31,8.12,314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.97,NULL,NULL,NULL,NULL,4.1,311,1.63,64,404,990,2095,0.9,0.24,NULL,0.59,10,263,49,54,60,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,15.5,0.07,0.253,4.063,0.92,0.15,40,0,NULL,NULL,2.323,70.21
11385,Vegetables and Vegetable Products,"Potatoes, au gratin, dry mix, prepared with water, whole milk and butter",2.3,4.12,12.84,1.76,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.98,NULL,NULL,NULL,NULL,0.9,83,0.32,15,95,219,439,0.24,0.046,NULL,0.13,2.7,213,49,52,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,3.1,0.02,0.081,0.939,0.239,0.04,7,0,NULL,15,2.586,11.94
11386,Vegetables and Vegetable Products,"Potatoes, scalloped, dry mix, unprepared",7.77,4.59,73.93,7.49,358,NULL,NULL,NULL,NULL,NULL,NULL,0,6.22,NULL,NULL,NULL,NULL,8.6,62,2.01,59,197,905,1578,0.92,0.26,NULL,0.622,7.9,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,16.5,0.06,0.123,4.533,1.4,0.18,32,0,NULL,5,1.2,65.33
11387,Vegetables and Vegetable Products,"Potatoes, scalloped, dry mix, prepared with water, whole milk and butter",2.12,4.3,12.77,1.64,93,NULL,NULL,NULL,NULL,NULL,NULL,0,79.17,NULL,NULL,NULL,NULL,1.1,36,0.38,14,56,203,341,0.25,0.049,NULL,0.181,1.6,148,33,35,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,3.3,0.019,0.056,1.029,0.327,0.042,10,0,NULL,11,2.633,11.67
11390,Vegetables and Vegetable Products,"Potatoes, hash brown, frozen, plain, unprepared",2.06,0.62,17.72,0.75,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.85,NULL,NULL,NULL,NULL,1.4,10,0.98,11,47,285,22,0.21,0.099,43.7,0.146,0.3,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,8.2,0.097,0.014,1.664,0.323,0.087,4,0,NULL,NULL,0.163,16.32
11391,Vegetables and Vegetable Products,"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",2.65,11.59,28.51,1.3,219,24.57,0,0.26,0,0,0,0,55.95,0,0,0.27,0,3.2,17,0.54,28,79,496,15,0.38,0.115,NULL,0.184,0.5,0,0,0,0,0,2.19,0,0,0,0,0,0,6.7,0.134,0.033,2.314,0.574,0.236,16,0,23.2,0,0.934,25.31
11392,Vegetables and Vegetable Products,"Potatoes, hash brown, frozen, with butter sauce, unprepared",1.87,6.66,18.28,0.69,135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72.51,NULL,NULL,NULL,NULL,2.9,25,0.75,11,29,248,77,0.25,0.077,NULL,0.185,0.3,84,18,19,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,5.7,0.053,0.025,1.133,0.309,0.212,12,0,NULL,NULL,2.556,15.38
11393,Vegetables and Vegetable Products,"Potatoes, hash brown, frozen, with butter sauce, prepared",2.46,8.79,24.13,0.92,178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63.71,NULL,NULL,NULL,NULL,3.8,33,0.99,15,38,327,101,0.33,0.102,NULL,0.244,0.3,111,24,26,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,3.8,0.052,0.031,1.421,0.367,0.266,13,0,NULL,23,3.373,20.33
11394,Vegetables and Vegetable Products,"Potatoes, french fried, shoestring, salt added in processing, frozen, as purchased",2.16,6.24,25.59,1.5,167,17.07,0.07,0.12,0,0,0,0,64.51,0,0,0.2,0,2.3,11,0.72,21,90,379,323,0.36,0.11,NULL,0.155,0.5,4,0,0,2,0,0.12,0,NULL,NULL,0,0,14,12.3,0.09,0.034,1.97,0.498,0.17,36,0,20.8,0,1.371,23.29
11395,Vegetables and Vegetable Products,"Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated",2.9,6.76,31.66,2.07,199,23.15,0.21,0.1,0,0,0,0,56.62,0,0,0.31,0,2.8,12,0.8,25,112,505,400,0.43,0.114,NULL,0.187,0.6,5,NULL,0,3,0,0.16,0,NULL,NULL,0,0,17,14.2,0.129,0.034,2.28,0.554,0.192,33,0,NULL,0,1.267,28.86
11396,Vegetables and Vegetable Products,"Potatoes, o'brien, frozen, unprepared",1.83,0.14,17.47,0.6,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.97,NULL,NULL,NULL,NULL,1.9,13,1.03,18,49,249,33,0.29,0.127,NULL,0.119,1.2,148,0,7,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11.3,0.054,0.045,1.129,0.428,0.209,8,0,NULL,NULL,0.032,15.57
11397,Vegetables and Vegetable Products,"Potatoes, o'brien, frozen, prepared",2.22,13.21,21.86,0.75,204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.96,NULL,NULL,NULL,NULL,1.7,20,0.96,34,93,473,43,0.55,0.241,NULL,0.226,1.2,188,0,9,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,10.4,0.052,0.135,1.448,0.732,0.377,12,0,NULL,0,3.313,20.16
11398,Vegetables and Vegetable Products,"Potato puffs, frozen, unprepared",1.93,8.71,24.8,1.75,178,21.58,0.13,0.16,0,0,0,0,62.8,0,0,0.28,0,2.3,13,0.47,16,64,247,428,0.26,0.075,NULL,0.111,0.3,4,0,0,3,0,0.11,0,NULL,NULL,0,0,15,6.9,0.184,0.061,1.815,0.583,0.194,17,0,24.9,0,1.418,22.5
11399,Vegetables and Vegetable Products,"Potato puffs, frozen, oven-heated",2.13,9.05,27.29,1.89,192,22.64,0.08,0.19,0,0,0,0,59.65,0,0,0.27,0,2,14,0.58,17,84,287,463,0.3,0.079,6.3,0.127,0.4,5,0,0,3,0,0.26,0,NULL,NULL,0,0,16,4,0.069,0.037,1.449,0.32,0.121,23,0,25.4,0,1.657,25.29
11400,Vegetables and Vegetable Products,"Potatoes, frozen, whole, unprepared",2.38,0.16,17.47,0.69,78,NULL,NULL,NULL,NULL,NULL,NULL,0,79.3,0,0,0.78,NULL,1.2,8,1.01,13,32,346,25,0.3,0.094,NULL,0.223,0.3,2,0,0,1,0,0.01,0,NULL,NULL,0,0,8,14.2,0.154,0.031,1.68,0.374,0.256,13,0,12.2,0,0.041,16.27
11401,Vegetables and Vegetable Products,"Potatoes, frozen, whole, cooked, boiled, drained, without salt",1.98,0.13,14.52,0.57,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.8,NULL,NULL,NULL,NULL,1.4,7,0.84,11,26,287,20,0.25,0.078,NULL,0.185,0.2,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,9.4,0.102,0.025,1.326,0.28,0.202,8,0,NULL,0,0.034,13.12
11402,Vegetables and Vegetable Products,"Potatoes, french fried, all types, salt added in processing, frozen, unprepared",2.24,4.66,24.81,1.68,147,17.39,0.1,0.1,0,0,0,0,66.61,NULL,NULL,0.2,0,1.9,9,0.62,21,83,408,332,0.35,0.093,NULL,0.158,NULL,4,0,0,2,0,0.1,0,NULL,NULL,0,0,13,17.3,0.098,0.048,2.038,0.473,0.178,35,0,22.3,0,1.005,22.91
11403,Vegetables and Vegetable Products,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",2.75,5.48,25.55,1.77,158,23.2,0.18,0.18,0,0,0,0,64.44,0,0,0.37,0,2,12,0.57,24,87,478,324,0.35,0.104,25.6,0.154,0.4,5,0,0,3,0,0.39,0,NULL,NULL,0,0,16,8.6,0.13,0.032,2.077,0.463,0.261,23,0,23.7,0,0.848,23.55
11406,Vegetables and Vegetable Products,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, as purchased",2.42,5.78,23.98,1.01,153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.82,NULL,NULL,NULL,NULL,3,7,1.05,16,46,338,32,0.29,0.141,NULL,0.214,0.3,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,8.4,0.099,0.023,1.789,0.54,0.18,15,0,NULL,0,2.743,20.98
11407,Vegetables and Vegetable Products,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, oven-heated",3.44,8.2,34.03,1.43,218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.9,NULL,NULL,NULL,NULL,3.2,10,1.49,22,65,480,45,0.41,0.2,25.6,0.304,0.4,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,9.5,0.119,0.031,2.413,0.69,0.243,17,0,NULL,0,3.894,30.83
11408,Vegetables and Vegetable Products,"Potatoes, frozen, french fried, par fried, extruded, unprepared",2.83,14.95,30.15,2.13,260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.94,NULL,NULL,NULL,NULL,2.9,9,1.32,18,77,430,490,0.33,0.032,NULL,0.227,0.5,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,6.3,0.074,0.031,2.241,0.54,0.18,22,0,NULL,0,4.544,27.25
11409,Vegetables and Vegetable Products,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",3.55,18.71,39.68,2.66,333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.4,NULL,NULL,NULL,NULL,3.2,12,1.66,23,96,539,613,0.41,0.04,NULL,0.285,0.6,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,6.2,0.08,0.037,2.665,0.608,0.213,22,0,NULL,0,5.96,36.48
11410,Vegetables and Vegetable Products,"USDA Commodity, Potato wedges, frozen",2.7,2.2,25.5,1.34,123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68.3,NULL,NULL,0.3,NULL,2,15,0.7,19,87,394,49,0.37,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11.2,0.1,0.04,1.54,NULL,0.35,NULL,0,NULL,0,0.55,23.5
11411,Vegetables and Vegetable Products,"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased",2.19,3.39,23.51,1.61,133,17.37,0.1,0.1,0,0,0,0,69.29,0,0,0.2,0,1.9,9,0.65,21,78,400,317,0.36,0.092,NULL,0.161,0.4,4,NULL,0,2,0,0.08,0,NULL,NULL,0,0,12,18.4,0.098,0.072,2.005,0.473,0.168,38,0,NULL,0,0.688,21.61
11412,Vegetables and Vegetable Products,"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated",2.57,3.76,26.98,1.84,152,17.26,0.15,0.1,0,0,0,0,64.85,0,0,0.25,0,2.6,10,0.64,23,90,459,373,0.41,0.095,NULL,0.189,NULL,NULL,NULL,NULL,NULL,NULL,0.08,0,NULL,NULL,NULL,NULL,NULL,14,0.132,0.029,2.24,0.522,0.192,31,0,NULL,0,0.737,24.38
11413,Vegetables and Vegetable Products,Potato flour,6.9,0.34,83.1,3.14,357,NULL,NULL,NULL,NULL,NULL,NULL,0,6.52,0,0,3.52,NULL,5.9,65,1.38,65,168,1001,55,0.54,0.197,NULL,0.313,1.1,0,0,0,0,0,0.25,0,NULL,NULL,0,0,0,3.8,0.228,0.051,3.507,0.474,0.769,25,0,39.5,0,0.09,77.2
11414,Vegetables and Vegetable Products,"Potato salad, home-prepared",2.68,8.2,11.17,1.95,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,NULL,1.3,19,0.65,15,52,254,529,0.31,0.118,NULL,0.101,4.1,157,29,32,36,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,10,0.077,0.06,0.89,0.534,0.141,7,0,NULL,68,1.429,9.87
11416,Vegetables and Vegetable Products,"Pumpkin flowers, raw",1.03,0.07,3.28,0.48,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.15,NULL,NULL,NULL,NULL,NULL,39,0.7,24,49,173,5,NULL,NULL,NULL,NULL,0.7,1947,0,97,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,28,0.042,0.075,0.69,NULL,NULL,59,0,NULL,0,0.036,3.28
11417,Vegetables and Vegetable Products,"Pumpkin flowers, cooked, boiled, drained, without salt",1.09,0.08,3.3,0.33,15,NULL,NULL,NULL,NULL,NULL,NULL,0,95.2,0,0,2.4,NULL,0.9,37,0.88,25,34,106,6,0.1,0.1,NULL,NULL,0.7,1734,0,87,1040,0,0.04,0,NULL,NULL,0,0,0,5,0.018,0.032,0.31,NULL,0.05,41,0,13.4,0,0.041,2.4
11418,Vegetables and Vegetable Products,"Pumpkin leaves, raw",3.15,0.4,2.33,1.24,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.88,NULL,NULL,NULL,NULL,NULL,39,2.22,38,104,436,11,0.2,0.133,NULL,0.355,0.9,1942,0,97,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,11,0.094,0.128,0.92,0.042,0.207,36,0,NULL,0,0.207,2.33
11419,Vegetables and Vegetable Products,"Pumpkin leaves, cooked, boiled, drained, without salt",2.72,0.22,3.39,1.16,21,NULL,NULL,NULL,NULL,NULL,NULL,0,92.51,0,0,0.69,NULL,2.7,43,3.2,38,79,438,8,0.2,0.133,NULL,0.355,0.9,1600,0,80,960,0,0.96,0,NULL,NULL,0,0,1747,1,0.068,0.136,0.85,0.042,0.196,25,0,21,0,0.114,0.69
11422,Vegetables and Vegetable Products,"Pumpkin, raw",1,0.1,6.5,0.8,26,NULL,NULL,NULL,NULL,NULL,NULL,0,91.6,0,0,2.76,NULL,0.5,21,0.8,12,44,340,1,0.32,0.127,NULL,0.125,0.3,8513,0,426,3100,4016,1.06,0,NULL,NULL,0,0,1500,9,0.05,0.11,0.6,0.298,0.061,16,0,8.2,0,0.052,6
11423,Vegetables and Vegetable Products,"Pumpkin, cooked, boiled, drained, without salt",0.72,0.07,4.9,0.62,20,NULL,NULL,NULL,NULL,NULL,NULL,0,93.69,0,0,2.08,NULL,1.1,15,0.57,9,30,230,1,0.23,0.091,NULL,0.089,0.2,5755,0,288,2096,2715,0.8,0,NULL,NULL,0,0,1014,4.7,0.031,0.078,0.413,0.201,0.044,9,0,6.2,0,0.037,3.8
11424,Vegetables and Vegetable Products,"Pumpkin, canned, without salt",1.1,0.28,8.09,0.56,34,NULL,NULL,NULL,NULL,NULL,NULL,0,89.97,0,0,3.3,NULL,2.9,26,1.39,23,35,206,5,0.17,0.107,NULL,0.149,0.4,15563,0,778,6940,4795,1.06,0,NULL,NULL,0,0,0,4.2,0.024,0.054,0.367,0.4,0.056,12,0,9.8,0,0.146,5.19
11426,Vegetables and Vegetable Products,"Pumpkin pie mix, canned",1.09,0.13,26.39,0.91,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.49,NULL,NULL,NULL,NULL,8.3,37,1.06,16,45,138,208,0.27,0.068,NULL,0.401,1.1,8298,0,415,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,3.5,0.016,0.118,0.374,1.137,0.159,35,0,NULL,0,0.065,18.09
11427,Vegetables and Vegetable Products,"Purslane, raw",2.03,0.36,3.39,1.36,20,NULL,NULL,NULL,NULL,NULL,NULL,0,92.86,0,0,NULL,NULL,NULL,65,1.99,68,44,494,45,0.17,0.113,NULL,0.303,0.9,1320,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,21,0.047,0.112,0.48,0.036,0.073,12,0,12.8,0,NULL,3.39
11428,Vegetables and Vegetable Products,"Purslane, cooked, boiled, drained, without salt",1.49,0.19,3.55,1.25,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.52,NULL,NULL,NULL,NULL,NULL,78,0.77,67,37,488,44,0.17,0.114,NULL,0.307,0.9,1852,0,93,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,10.5,0.031,0.09,0.46,0.036,0.07,9,0,NULL,0,NULL,3.55
11429,Vegetables and Vegetable Products,"Radishes, raw",0.68,0.1,3.4,0.55,16,0,0.1,1.05,0.71,0,0,0,95.27,0,0,1.86,0,1.6,25,0.34,10,20,233,39,0.28,0.05,6,0.069,0.6,7,0,0,4,0,0,0,NULL,NULL,0,0,10,14.8,0.012,0.039,0.254,0.165,0.071,25,0,6.5,0,0.032,1.8
11430,Vegetables and Vegetable Products,"Radishes, oriental, raw",0.6,0.1,4.1,0.58,18,NULL,NULL,NULL,NULL,NULL,NULL,0,94.62,0,0,2.5,NULL,1.6,27,0.4,16,23,227,21,0.15,0.115,NULL,0.038,0.7,0,0,0,0,0,0,0,NULL,NULL,0,0,0,22,0.02,0.02,0.2,0.138,0.046,28,0,7.3,0,0.03,2.5
11431,Vegetables and Vegetable Products,"Radishes, oriental, cooked, boiled, drained, without salt",0.67,0.24,3.43,0.62,17,NULL,NULL,NULL,NULL,NULL,NULL,0,95.04,0,0,1.83,NULL,1.6,17,0.15,9,24,285,13,0.13,0.101,NULL,0.033,0.7,0,0,0,0,0,0,0,NULL,NULL,0,0,0,15.1,0,0.023,0.15,0.114,0.038,17,0,6.8,0,0.073,1.83
11432,Vegetables and Vegetable Products,"Radishes, oriental, dried",7.9,0.72,63.37,8.33,271,NULL,NULL,NULL,NULL,NULL,NULL,0,19.68,0,0,37.32,NULL,23.9,629,6.73,170,204,3494,278,2.13,1.631,NULL,0.539,0.7,0,0,0,0,0,0.01,0,NULL,NULL,0,0,0,0,0.27,0.68,3.4,1.854,0.618,295,0,109.7,0,0.218,39.47
11435,Vegetables and Vegetable Products,"Rutabagas, raw",1.08,0.16,8.62,0.71,37,0.4,0.53,2.3,1.61,0,0.02,0,89.43,0,0,4.46,0,2.3,43,0.44,20,53,305,12,0.24,0.032,NULL,0.131,0.7,2,0,0,1,0,0.3,0,NULL,NULL,1,14,19,25,0.09,0.04,0.7,0.16,0.1,21,0,14.1,0,0.027,6.32
11436,Vegetables and Vegetable Products,"Rutabagas, cooked, boiled, drained, without salt",0.93,0.18,6.84,0.51,30,0.31,0.35,2.06,1.54,0,0,0,91.54,0,0,3.95,0,1.8,18,0.18,10,41,216,5,0.12,0.029,NULL,0.097,0.7,2,0,0,1,0,0.24,0,NULL,NULL,0,10,13,18.8,0.082,0.041,0.715,0.155,0.102,15,0,15.2,0,0.029,5.04
11437,Vegetables and Vegetable Products,"Salsify, (vegetable oyster), raw",3.3,0.2,18.6,0.9,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,NULL,3.3,60,0.7,23,75,380,20,0.38,0.089,NULL,0.268,0.8,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,8,0.08,0.22,0.5,0.371,0.277,26,0,NULL,0,NULL,15.3
11438,Vegetables and Vegetable Products,"Salsify, cooked, boiled, drained, without salt",2.73,0.17,15.36,0.74,68,NULL,NULL,NULL,NULL,NULL,NULL,0,81,0,0,2.9,NULL,3.1,47,0.55,18,56,283,16,0.3,0.07,NULL,0.21,0.6,0,0,0,0,0,0.19,0,NULL,NULL,0,0,0,4.6,0.056,0.173,0.392,0.276,0.218,15,0,25.9,0,0.041,12.26
11439,Vegetables and Vegetable Products,"Sauerkraut, canned, solids and liquids",0.91,0.14,4.28,2.15,19,NULL,NULL,0.14,0.04,NULL,NULL,0,92.52,0,0,1.78,NULL,2.9,30,1.47,13,20,170,661,0.19,0.096,7,0.151,0.6,18,0,1,8,5,0.14,0,NULL,NULL,0,0,295,14.7,0.021,0.022,0.143,0.093,0.13,24,0,10.4,0,0.034,1.38
11442,Vegetables and Vegetable Products,"Seaweed, agar, raw",0.54,0.03,6.75,1.36,26,NULL,NULL,NULL,NULL,NULL,NULL,0,91.32,0,0,0.28,NULL,0.5,54,1.86,67,5,226,9,0.58,0.061,NULL,0.373,0.7,0,0,0,0,0,0.87,0,NULL,NULL,0,0,0,0,0.005,0.022,0.055,0.302,0.032,85,0,6,0,0.006,6.25
11444,Vegetables and Vegetable Products,"Seaweed, irishmoss, raw",1.51,0.16,12.29,4.7,49,NULL,NULL,NULL,NULL,NULL,NULL,0,81.34,0,0,0.61,NULL,1.3,72,8.9,144,157,63,67,1.95,0.149,NULL,0.37,0.7,118,0,6,71,0,0.87,0,NULL,NULL,0,0,0,3,0.015,0.466,0.593,0.176,0.069,182,0,12.9,0,0.033,10.99
11445,Vegetables and Vegetable Products,"Seaweed, kelp, raw",1.68,0.56,9.57,6.61,43,NULL,NULL,NULL,NULL,NULL,NULL,0,81.58,0,0,0.6,NULL,1.3,168,2.85,121,42,89,233,1.23,0.13,NULL,0.2,0.7,116,0,6,70,0,0.87,0,NULL,NULL,0,0,0,3,0.05,0.15,0.47,0.642,0.002,180,0,12.8,0,0.247,8.27
11446,Vegetables and Vegetable Products,"Seaweed, laver, raw",5.81,0.28,5.11,3.77,35,NULL,NULL,NULL,NULL,NULL,NULL,0,85.03,0,0,0.49,NULL,0.3,70,1.8,2,58,356,48,1.05,0.264,NULL,0.988,0.7,5202,0,260,3121,0,1,0,NULL,NULL,0,0,0,39,0.098,0.446,1.47,0.521,0.159,146,0,10.4,0,0.061,4.81
11447,Vegetables and Vegetable Products,"Sesbania flower, raw",1.28,0.04,6.73,0.38,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.58,NULL,NULL,NULL,NULL,NULL,19,0.84,12,30,184,15,NULL,NULL,NULL,NULL,0.9,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,73,0.083,0.081,0.43,NULL,NULL,102,0,NULL,0,NULL,6.73
11448,Vegetables and Vegetable Products,"Sesbania flower, cooked, steamed, without salt",1.14,0.05,5.23,0.28,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.3,NULL,NULL,NULL,NULL,NULL,22,0.56,12,21,107,11,NULL,NULL,NULL,NULL,0.7,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,37,0.048,0.043,0.25,NULL,NULL,57,0,NULL,0,NULL,5.23
11450,Vegetables and Vegetable Products,"Soybeans, green, raw",12.95,6.8,11.05,1.7,147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67.5,0,0,NULL,NULL,4.2,197,3.55,65,194,620,15,0.99,0.128,NULL,0.547,1.5,180,0,9,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,29,0.435,0.175,1.65,0.147,0.065,165,0,NULL,0,0.786,6.85
11451,Vegetables and Vegetable Products,"Soybeans, green, cooked, boiled, drained, without salt",12.35,6.4,11.05,1.6,141,NULL,NULL,NULL,NULL,NULL,NULL,0,68.6,NULL,NULL,NULL,NULL,4.2,145,2.5,60,158,539,14,0.91,0.117,NULL,0.502,1.4,156,0,8,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,17,0.26,0.155,1.25,0.128,0.06,111,0,NULL,0,0.74,6.85
11452,Vegetables and Vegetable Products,"Soybeans, mature seeds, sprouted, raw",13.09,6.7,9.57,1.59,122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.05,NULL,NULL,NULL,NULL,1.1,67,2.1,72,164,484,14,1.17,0.427,NULL,0.702,0.6,11,0,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,15.3,0.34,0.118,1.148,0.929,0.176,172,0,NULL,0,0.929,8.47
